JALISCO,TLAJOMULCO DE ZUÑIGA,E01565,"SERVICIO BARAJAS, SA. DE C.V.",KM.20 CARR.GUADALAJARA-CHAPALA,S/C,45640,0137615644,grupobarajas@gasbod.com,26-ene-93,S,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,VPM-0002971 ,22-feb-13,22-feb-17,NO APLICA,VENTA DE PRIMERA MANO,VPM-0002971 ,22-feb-13,22-feb-17,NO APLICA, ,,,,,,,,,,
JALISCO,TLAJOMULCO DE ZUÑIGA,E03188,"ORGANIZACION LA LUNA, S.A. DE C.V.",CARR. GUADALAJARA MORELIA KM. 20-1 LADO PTE Y OTE.,.,45640,31228402-06,normagn@terra.com.mx,15-mar-93,S,S,"Zapopan, Jal.",S,S,S,N,FRANQUICIA,CST-2391 ,22-abr-01,22-abr-16,NO APLICA,VENTA DE PRIMERA MANO,CST-2391 ,22-abr-01,22-abr-16,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0003284,26-ago-11,22-abr-16,NO APLICA,VENTA DE PRIMERA MANO,CVP-0003284,26-ago-11,22-abr-16,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E03532,"SERVICIO SANTA ANITA, S.A. DE C.V.",KM.17.5 CARR. GUADALAJARA-MORELIA,LOS GAVILANES,45645,36860910,jorgecalderas1@hotmail.com,22-jul-93,S,S,"Zapopan, Jal.",S,S,S,N,FRANQUICIA,NCF-3112 ,09-jun-09,09-jun-24,NO APLICA,SUMINISTRO,NCF-3112 ,09-jun-09,09-jun-24,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0005172,01-sep-11,08-jun-14,NO APLICA,VENTA DE PRIMERA MANO,CVP-0005172,01-sep-11,08-jun-14,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E04228,"GASOLINERA SAN MIGUEL, S.A. DE C.V.",CALLE SAN MIGUEL NO. 101 CARR.TLAJOMULCO DE ZUºIGA,S/C,45660,0137724064,gasanmiguel@hotmail.com,06-abr-95,S,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,VPM-0002948 ,26-jun-12,25-jun-17,NO APLICA,VENTA DE PRIMERA MANO,VPM-0002948 ,26-jun-12,25-jun-17,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0006332,12-sep-11,25-jun-12,NO APLICA,VENTA DE PRIMERA MANO,CVP-0006332,12-sep-11,25-jun-12,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E04877,"ENERGETICOS PLUS, S.A. DE C.V.",CARRET. SAN MIGUEL CUYUTLAN Y BUENAVISTA,.,45640,33-37980880,valdivia1950@hotmail.com,04-sep-97,S,S,"Zapopan, Jal.",S,S,S,N,FRANQUICIA,NCF-3480 ,16-nov-98,16-nov-13,NO APLICA,SUMINISTRO,NCF-3480 ,16-nov-98,16-nov-13,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0002358,19-ago-11,16-nov-13,NO APLICA,VENTA DE PRIMERA MANO,CVP-0002358,19-ago-11,16-nov-13,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E04883,"GASOLINERA EL ZAPOTE, SA DE CV",KM. 17 DE LA CARRET. GUADALAJARA-CHAPALA,FRACCIONAMIENTO EL ZAPOTE,45640,33 36 88 63 40,gpocuevas.es4883@hotmail.com,15-sep-97,S,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,CST-2752 ,23-jul-10,24-may-15,NO APLICA,VENTA DE PRIMERA MANO,CST-2752 ,23-jul-10,24-may-15,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0006840,19-sep-11,24-may-15,NO APLICA,VENTA DE PRIMERA MANO,CVP-0006840,19-sep-11,24-may-15,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E05250,"GASOLINA Y DIESEL DE OCCIDENTE, S.A. DE C.V.",CARRT. TLAJOMULCO-SAN MIGUEL CUYUTLAN # 112,,45640,33-31657473,maria.amezquita@gydosa.com.mx,15-ene-99,S,S,"Zapopan, Jal.",S,S,S,N,FRANQUICIA,CST-2274 ,26-may-02,26-may-17,NO APLICA,VENTA DE PRIMERA MANO,CST-2274 ,26-may-02,26-may-17,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0000972,09-ago-11,31-mar-26,NO APLICA,VENTA DE PRIMERA MANO,CVP-0000972,09-ago-11,31-mar-26,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E05789,"MULTISERVICIOS GASOLINEROS LUNA,  S.A. DE C.V.",KM 123+500 CARRT. GUADALAJARA-MORELIA,BUENAVISTA,49547,37964202,multiservgas,02-oct-00,S,S,"Zapopan, Jal.",S,S,S,N,FRANQUICIA,FP-00298 ,19-sep-00,18-sep-15,NO APLICA,SUMINISTRO,FP-00298 ,19-sep-00,18-sep-15,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0009122,22-jun-12,18-sep-15,NO APLICA,VENTA DE PRIMERA MANO,CVP-0009122,22-jun-12,18-sep-15,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E06096,"PETROMAX, S.A. DE C.V.",CARRT. A MORELIA # 1501 ESQ. CAMINO A LA TIJERA,PREDIO CERRO DE LA ANTIGUA,45640,01-8181306850 Y 56,alinne.diaz@petromax.com.mx,29-jun-01,S,S,"Zapopan, Jal.",S,S,N,N,FRANQUICIA,NCF-3542 ,06-ene-10,06-ene-25,NO APLICA,SUMINISTRO,NCF-3542 ,06-ene-10,06-ene-25,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0005291,09-sep-11,14-jun-16,NO APLICA,VENTA DE PRIMERA MANO,CVP-0005291,09-sep-11,14-jun-16,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E06237,"PETROMAX, S.A. DE C.V.",CARRT. GUADALAJARA-MORELIA KM 13.5,LOC. SAN AGUSTIN,45645,01-81-81306850 Y 56,alinne.diaz@petromax.com.mx,08-nov-01,S,S,"Zapopan, Jal.",S,S,N,N,FRANQUICIA,NCF-3385 ,10-nov-09,10-nov-24,NO APLICA,SUMINISTRO,NCF-3385 ,10-nov-09,10-nov-24,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0005292,09-sep-17,25-jun-17,NO APLICA,VENTA DE PRIMERA MANO,CVP-0005292,09-sep-17,25-jun-17,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E06966,"SERVICIO LAS CRUCES DE SANTA ANITA, S.A. DE C.V.",PROLONGACION RAMON CORONA # 686,SANTA ANITA,45650,36-94-30-04 Y 36 93,cruces6966@hotmail.com,15-abr-03,S,S,"Zapopan, Jal.",S,S,N,N,FRANQUICIA,FP-3681 ,19-mar-03,19-mar-18,NO APLICA,SUMINISTRO,FP-3681 ,19-mar-03,19-mar-18,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0003403,19-ago-11,19-mar-18,NO APLICA,VENTA DE PRIMERA MANO,CVP-0003403,19-ago-11,19-mar-18,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E07022,"COMBUSTIBLES DE SANTA ANITA, S.A. DE C.V.",AVENIDA RAMON CORONA NO. 715,SANTA ANITA,45600,(0133)3693-5202,combus.staanita@hotmail.com,12-may-03,S,S,"Zapopan, Jal.",S,S,N,N,FRANQUICIA,FP-3788 ,15-abr-03,15-abr-18,NO APLICA,SUMINISTRO,FP-3788 ,15-abr-03,15-abr-18,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0003416,19-ago-11,15-abr-18,NO APLICA,VENTA DE PRIMERA MANO,CVP-0003416,19-ago-11,15-abr-18,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E07477,"COMBUSTIBLES POSEIDON, S.A. DE C.V.",CARRETERA GUADALAJARA-MORELIA KM. 140+500 S/N,SAN JOSE DEL TAJO,45640,38335983,pemex.grupoarangogas@gmail.com,20-feb-04,S,S,"Zapopan, Jal.",S,S,N,N,FRANQUICIA,FP-4428 ,19-ene-04,19-ene-19,NO APLICA,SUMINISTRO,FP-4428 ,19-ene-04,19-ene-19,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0001859,17-ago-11,19-ene-19,NO APLICA,VENTA DE PRIMERA MANO,CVP-0001859,17-ago-11,19-ene-19,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E07564,"GASOLINERA CASCO HERMANOS, S.A. DE C.V.",CARRET. GUADALAJARA-COLIMA KM. 12500+250,,45460,(33) 3796-1606  3796,correo@cascohermanos.mx,07-abr-04,S,S,"Zapopan, Jal.",S,S,S,N,FRANQUICIA,FP-3368 ,17-mar-04,17-mar-19,NO APLICA,SUMINISTRO,FP-3368 ,17-mar-04,17-mar-19,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0003167,18-ago-11,17-mar-19,NO APLICA,VENTA DE PRIMERA MANO,CVP-0003167,18-ago-11,17-mar-19,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E07590,GASOLINERA DIAL S.A. DE C.V.,PROL.LOPEZ MATEOS SUR NO.8007 CARRT.GUAD-COLIMA,TIERRA SALADA,45645,31887248,dalzati@prodigy.net.mx,12-nov-04,S,S,"Zapopan, Jal.",S,S,S,N,FRANQUICIA,FP-3366 ,08-jun-04,08-jun-19,NO APLICA,SUMINISTRO,FP-3366 ,08-jun-04,08-jun-19,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0007047,19-sep-11,07-jun-19,NO APLICA,VENTA DE PRIMERA MANO,CVP-0007047,19-sep-11,07-jun-19,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E07718,DELFINA ORTIZ REGALADO,AV. 1RO. DE MAYO NO. 02,SANTA CRUZ DEL VALLE,45655,,,06-ago-04,S,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,VPM-0002963 ,18-jul-12,18-jul-19,NO APLICA,VENTA DE PRIMERA MANO,VPM-0002963 ,18-jul-12,18-jul-19,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0003544,22-ago-11,20-jun-19,NO APLICA,VENTA DE PRIMERA MANO,CVP-0003544,22-ago-11,20-jun-19,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E08272,GASOLINERA AUTODROMO S.A. DE C.V.,AV. ACUEDUCTO NO. 3507,TOLUQUILLA,45610,36-57-22-03,orozc@telnor.mx.net,18-oct-05,S,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,FP-4425 ,15-jul-05,14-jul-20,NO APLICA,SUMINISTRO,FP-4425 ,15-jul-05,14-jul-20,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0006725,23-sep-11,14-jul-20,NO APLICA,VENTA DE PRIMERA MANO,CVP-0006725,23-sep-11,14-jul-20,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E08721,"COMBUSTIBLES POPOYOTE, S.A. DE C.V.",CARRETERA GUADALAJARA MORELIA NO. 7750,SAN AGUSTIN,45640,38336813,pemex.grupoarangogas@gmail.com,02-oct-06,S,S,"Zapopan, Jal.",S,S,S,N,FRANQUICIA,NCF-0540 ,23-ago-06,23-ago-21,NO APLICA,SUMINISTRO,NCF-0540 ,23-ago-06,23-ago-21,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0001298,12-ago-11,23-ago-21,NO APLICA,VENTA DE PRIMERA MANO,CVP-0001298,12-ago-11,23-ago-21,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E08804,"GASOMENLO, S.A. DE C.V.",AV. REVOLUCION NO. 10,ZAPOTE DEL VALLE,45672,36-88-22-60,jessica@kaab.com.mx,15-dic-06,S,S,"El Castillo, Jal.",S,N,S,N,FRANQUICIA,NCF-0182 ,12-oct-06,11-oct-21,NO APLICA,SUMINISTRO,NCF-0182 ,12-oct-06,11-oct-21,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0006298,12-sep-11,11-oct-21,NO APLICA,VENTA DE PRIMERA MANO,CVP-0006298,12-sep-11,11-oct-21,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E08986,"COMBUSTIBLE TLAJOMULCO, S.A. DE C.V.",AV. CONCEPCION NO. 79,JOSE DEL VALLE,45640,36-10-20-69,grupor05yahoo.com.mx,08-may-07,S,S,"El Castillo, Jal.",S,N,S,N,FRANQUICIA,NCF-1375 ,06-mar-07,05-mar-22,NO APLICA,SUMINISTRO,NCF-1375 ,06-mar-07,05-mar-22,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0006292,12-sep-11,05-mar-22,NO APLICA,VENTA DE PRIMERA MANO,CVP-0006292,12-sep-11,05-mar-22,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E08987,"SUPER SERVICIO LA CONCHA, S.A. DE C.V.",AV. CONCEPCION NO. 6100,CONCEPCION DEL VALLE,45640,36-92-36-64,raulibarra-n@hotmail.com,04-may-07,S,S,"El Castillo, Jal.",S,S,N,N,FRANQUICIA,NCF-1376 ,06-mar-07,05-mar-22,NO APLICA,SUMINISTRO,NCF-1376 ,06-mar-07,05-mar-22,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0006289,12-sep-11,05-mar-22,NO APLICA,VENTA DE PRIMERA MANO,CVP-0006289,12-sep-11,05-mar-22,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E08992,SERVICIOS SAN JOSE DEL VALLE S.A. DE C.V.,AV. ADOLPH B.HORN JR. 1800,EJIDO TOLUQUILLA,45654,01-33-11-98-48-84,jenriquezgarza@hotmail.com,13-abr-07,S,S,"El Castillo, Jal.",S,S,N,N,FRANQUICIA,NCF-0801 ,08-mar-07,07-mar-22,NO APLICA,SUMINISTRO,NCF-0801 ,08-mar-07,07-mar-22,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0006427,20-sep-11,07-mar-22,NO APLICA,VENTA DE PRIMERA MANO,CVP-0006427,20-sep-11,07-mar-22,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E09008,"COMBUSTIBLES TLAJOMULCO, S.A. DE C.V.",CAMINO BUENAVISTA TLAJOMULCO NO. 3,BUENAVISTA,45640,36503541,combustiblestlajomulco@hotmail.com,11-may-07,S,S,"Zapopan, Jal.",S,S,N,N,FRANQUICIA,NCF-0637 ,22-mar-07,22-mar-22,NO APLICA,SUMINISTRO,NCF-0637 ,22-mar-07,22-mar-22,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0002790,20-feb-13,22-mar-22,NO APLICA,VENTA DE PRIMERA MANO,CVP-0002790,20-feb-13,22-mar-22,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E09021,"ENERGETICOS PLUS, S.A. DE C.V.",AV. ADOLF B. HORN J.R. # 3490,VALLE DE TLAJOMULCO,45640,01-33-36100223,valdivia1950@hotmail.com,04-may-07,S,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,NCF-0334 ,08-abr-07,08-abr-22,NO APLICA,SUMINISTRO,NCF-0334 ,08-abr-07,08-abr-22,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0002362,19-ago-11,08-abr-22,NO APLICA,VENTA DE PRIMERA MANO,CVP-0002362,19-ago-11,08-abr-22,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E09040,"ESTACION DE SERVICIO OMEGA, S.A. DE C.V.",CAMINO REAL A COLIMA NO. 100,,45600,33 3612-9854,grupor05@yahoo.com.mx,20-jul-07,S,S,"Zapopan, Jal.",S,S,N,N,FRANQUICIA,NCF-0896 ,10-may-07,10-may-22,NO APLICA,SUMINISTRO,NCF-0896 ,10-may-07,10-may-22,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0002796,20-feb-13,10-may-22,NO APLICA,VENTA DE PRIMERA MANO,CVP-0002796,20-feb-13,10-may-22,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E09093,COMBUSTIBLES LAS URRACAS S.A. DE C.V.,CAMINO A SAN SEBASTIAN EL GRANDE-TLAJOMULCO NO1575,SIN COLONIA,45650,37-20-01-17,gasurracas@prodigy.net.mx,03-sep-07,S,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,NCF-0340 ,02-ago-07,01-ago-22,NO APLICA,SUMINISTRO,NCF-0340 ,02-ago-07,01-ago-22,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0006056,20-feb-13,01-ago-22,NO APLICA,VENTA DE PRIMERA MANO,CVP-0006056,20-feb-13,01-ago-22,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E09116,AUTOSERVICIO GASOLINERO HACIENDA SANTA FE S.A. DE C.V.,AV. SANTA FE NO. 1000,HACIENDA SANTA FE,45640,36-83-64-34,jesus@hotmail.com,04-mar-08,S,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,NCF-1145 ,10-ago-07,09-ago-22,NO APLICA,SUMINISTRO,NCF-1145 ,10-ago-07,09-ago-22,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0005963,09-sep-11,09-ago-22,NO APLICA,VENTA DE PRIMERA MANO,CVP-0005963,09-sep-11,09-ago-22,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E09117,"SUPER SERVICIO LA HACIENDA, S.A. DE C.V.",AV. CONCEPCION DEL VALLE NO. 5300,SAN JOSE DEL VALLE,45655,10-99-26-87,ss_lahacienda@hotmail.com,11-dic-07,S,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,NCF-1175 ,16-ago-07,15-ago-22,NO APLICA,SUMINISTRO,NCF-1175 ,16-ago-07,15-ago-22,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0006102,10-sep-11,15-ago-22,NO APLICA,VENTA DE PRIMERA MANO,CVP-0006102,10-sep-11,15-ago-22,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E09253,SOLUCIONES EN GASOLINERIAS S.A. DE C.V.,CARRETERA SAN SEBASTIAN TLAJOMULCO NO. 1255,SAN SEBASTIAN EL GRANDE,45640,36840722---36605204,solucionesengasolinerias@hotmail.com,20-dic-07,S,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,NCF-1658 ,20-nov-07,19-nov-22,NO APLICA,SUMINISTRO,NCF-1658 ,20-nov-07,19-nov-22,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0006050,28-feb-13,19-nov-22,NO APLICA,VENTA DE PRIMERA MANO,CVP-0006050,28-feb-13,19-nov-22,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E09460,"ENERGETICOS VAGO, S.A. DE C.V.",CUAUHTEMOC NO. 252-A,SAN SEBASTIAN EL GRANDE,45650,3331888876,energeticosvago@gmail.com,17-jul-08,S,S,"Zapopan, Jal.",S,N,S,N,FRANQUICIA,NCF-0887 ,28-abr-08,28-abr-23,NO APLICA,SUMINISTRO,NCF-0887 ,28-abr-08,28-abr-23,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0002013,18-ago-11,28-abr-23,NO APLICA,VENTA DE PRIMERA MANO,CVP-0002013,18-ago-11,28-abr-23,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E09487,JOSE LUIS IBARRA NAVARRO,CARRETERA GUADLAJARA - CHAPALA KM. 18,LA CALERA,45675,,,17-jul-08,S,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,NCF-1191 ,02-jun-08,02-jun-23,NO APLICA,SUMINISTRO,NCF-1191 ,02-jun-08,02-jun-23,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0003545,22-ago-11,02-jun-23,NO APLICA,VENTA DE PRIMERA MANO,CVP-0003545,22-ago-11,02-jun-23,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E09538,GASOLINERA LA CAPACHA S.A. DE C.V.,CARRETERA SAN SEBASTIAN SANTA MARIA NUM.383,LA CAPACHA,45650,31-88-23-37,notaria1licmoyaprodigy.net.mx,03-oct-08,S,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,NCF-1300 ,09-jul-08,09-jul-23,NO APLICA,SUMINISTRO,NCF-1300 ,09-jul-08,09-jul-23,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0004438,02-sep-11,09-jul-23,NO APLICA,VENTA DE PRIMERA MANO,CVP-0004438,02-sep-11,09-jul-23,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E09572,"GASOLINEROS MEXICANOS, S.A. DE C.V.",CARR. GUADALAJARA-CHAPAL KM. 17.5 INT. AEROPUERTO,S/C,45659,33-66-00-86,almarkosian@hotmail.com,01-sep-08,N,S,"El Castillo, Jal.",S,S,S,N,FRANQUICIA,NCF-2013 ,04-ago-08,04-ago-23,NO APLICA,SUMINISTRO,NCF-2013 ,04-ago-08,04-ago-23,NO APLICA, ,,,,,,,,,,
JALISCO,TLAJOMULCO DE ZUÑIGA,E09673,"SERVICIO SAN JOSE DEL VALLE DOS, S.A. DE C.V.",AV. ADOLPH B. HORN JR. NO. 1801,EJIDO TOLUQUILLA,45654,0133-11981827,jenriquezgarza@hotmail.com,13-ene-09,S,S,"El Castillo, Jal.",S,S,N,N,FRANQUICIA,NCF-1895 ,29-oct-08,29-oct-23,NO APLICA,SUMINISTRO,NCF-1895 ,29-oct-08,29-oct-23,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0003133,18-ago-11,29-oct-23,NO APLICA,VENTA DE PRIMERA MANO,CVP-0003133,18-ago-11,29-oct-23,NO APLICA
JALISCO,TLAJOMULCO DE ZUÑIGA,E09939,"PETROMAX, S.A. DE C.V.",CARRETERA A CAJITITLAN NO. 200,LA CALERA SUR PONIENTE,66450,(81)81306850 Y 56,alinne.diaz@petromax.com.mx,08-sep-09,S,S,"El Castillo, Jal.",S,S,N,N,FRANQUICIA,NCF-1908 ,03-jun-09,03-jun-24,NO APLICA,SUMINISTRO,NCF-1908 ,03-jun-09,03-jun-24,NO APLICA, ,AL CONTRATO DE FRANQUICIA,CVP-0005238,05-sep-11,02-jun-24,NO APLICA,VENTA DE PRIMERA MANO,CVP-0005238,05-sep-11,02-jun-24,NO APLICA
